PACC_ANIO;PACC_MES;DPA_PROVINCIA;DPA_CANTON;PACC_PRODUCTO;PACC_PRESENTACION;PACC_TIPO;PACC_PRECIO_USD;PACC_USD_KG
2012;Febrero;El Oro;Santa Rosa;Cacao seco mezclado;Quintal de 100,00 libras;Compra;75.00;1.65
2012;Febrero;El Oro;Santa Rosa;Cacao seco mezclado;Quintal de 100,00 libras;Venta;82.00;1.81
2012;Febrero;Esmeraldas;Quinindé;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;81.40;1.79
2012;Febrero;Esmeraldas;Quinindé;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;86.60;1.91
2012;Febrero;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Compra;81.40;1.79
2012;Febrero;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Venta;86.60;1.91
2012;Febrero;Esmeraldas;Quinindé;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;29.80;0.66
2012;Febrero;Esmeraldas;Quinindé;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;30.10;0.66
2012;Febrero;Esmeraldas;Quinindé;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;29.90;0.66
2012;Febrero;Esmeraldas;Quinindé;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.00;1.81
2012;Febrero;Esmeraldas;Quinindé;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;86.60;1.91
2012;Febrero;Guayas;El Triunfo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;78.00;1.72
2012;Febrero;Guayas;El Triunfo;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;80.00;1.76
2012;Febrero;Guayas;El Triunfo;Cacao seco mezclado;Quintal de 100,00 libras;Compra;78.00;1.72
2012;Febrero;Guayas;El Triunfo;Cacao seco mezclado;Quintal de 100,00 libras;Venta;80.00;1.76
2012;Febrero;Guayas;El Triunfo;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;27.00;0.60
2012;Febrero;Guayas;El Triunfo;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;27.00;0.60
2012;Febrero;Guayas;El Triunfo;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;27.00;0.60
2012;Febrero;Guayas;El Triunfo;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;78.00;1.72
2012;Febrero;Guayas;El Triunfo;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;80.00;1.76
2012;Febrero;Guayas;Milagro;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.00;1.81
2012;Febrero;Guayas;Milagro;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Guayas;Milagro;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.00;1.81
2012;Febrero;Guayas;Milagro;Cacao seco mezclado;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Guayas;Milagro;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.00;1.81
2012;Febrero;Guayas;Milagro;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Guayas;Naranjito;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.00;1.81
2012;Febrero;Guayas;Naranjito;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;85.00;1.87
2012;Febrero;Guayas;Naranjito;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.00;1.81
2012;Febrero;Guayas;Naranjito;Cacao seco mezclado;Quintal de 100,00 libras;Venta;85.00;1.87
2012;Febrero;Guayas;Naranjito;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;28.00;0.62
2012;Febrero;Guayas;Naranjito;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;85.00;1.87
2012;Febrero;Guayas;Simón Bolívar;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;82.67;1.82
2012;Febrero;Guayas;Simón Bolívar;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Guayas;Simón Bolívar;Cacao seco mezclado;Quintal de 100,00 libras;Compra;82.67;1.82
2012;Febrero;Guayas;Simón Bolívar;Cacao seco mezclado;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Guayas;Simón Bolívar;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;82.67;1.82
2012;Febrero;Guayas;Simón Bolívar;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Los Rios;Buena Fe;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2012;Febrero;Los Rios;Buena Fe;Cacao seco mezclado;Quintal de 100,00 libras;Venta;86.00;1.90
2012;Febrero;Los Rios;Buena Fe;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;28.00;0.62
2012;Febrero;Manabí;Bolivar;Cacao seco mezclado;Quintal de 100,00 libras;Compra;78.00;1.72
2012;Febrero;Manabí;Bolivar;Cacao seco mezclado;Quintal de 100,00 libras;Venta;87.00;1.92
2012;Febrero;Manabí;Bolivar;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;37.00;0.82
2012;Febrero;Manabí;Bolivar;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;91.50;2.02
2012;Febrero;Manabí;Bolivar;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;125.00;2.76
2012;Febrero;Manabí;Flavio Alfaro ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;81.00;1.79
2012;Febrero;Manabí;Flavio Alfaro ;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;37.50;0.83
2012;Febrero;Manabí;Flavio Alfaro ;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;72.50;1.60
2012;Febrero;Manabí;Flavio Alfaro ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;82.00;1.81
2012;Febrero;Manabí;Portoviejo ;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;32.50;0.72
2012;Febrero;Manabí;Portoviejo ;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;77.00;1.70
2012;Febrero;Manabí;Portoviejo ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;87.00;1.92
2012;Febrero;Morona Santiago;Palora ;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;110.00;2.42
2012;Febrero;Morona Santiago;Palora ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;100.00;2.20
2012;Febrero;Morona Santiago;Santiago ;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;50.00;1.10
2012;Febrero;Morona Santiago;Santiago ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;85.00;1.87
2012;Febrero;Napo;Archidona ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;55.00;1.21
2012;Febrero;Napo;Archidona ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;65.00;1.43
2012;Febrero;Napo;Archidona ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;20.00;0.44
2012;Febrero;Napo;Tena  ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;61.43;1.35
2012;Febrero;Napo;Tena  ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;75.43;1.66
2012;Febrero;Napo;Tena  ;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;35.00;0.77
2012;Febrero;Napo;Tena  ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;20.00;0.44
2012;Febrero;Napo;Tena  ;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;105.00;2.31
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;74.17;1.63
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;78.20;1.72
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao seco mezclado;Quintal de 100,00 libras;Compra;77.00;1.70
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao seco mezclado;Quintal de 100,00 libras;Venta;80.00;1.76
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;24.33;0.54
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;24.88;0.55
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;25.00;0.55
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;74.17;1.63
2012;Febrero;Orellana;La Joya De Los Sachas;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;78.20;1.72
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;70.00;1.54
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;75.00;1.65
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao seco mezclado;Quintal de 100,00 libras;Compra;70.00;1.54
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao seco mezclado;Quintal de 100,00 libras;Venta;75.00;1.65
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;30.00;0.66
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;30.00;0.66
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30.00;0.66
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;70.00;1.54
2012;Febrero;Pichincha;Pedro Vicente Maldonado;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;75.00;1.65
2012;Febrero;Pichincha;Puerto Quito;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;70.00;1.54
2012;Febrero;Pichincha;Puerto Quito;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;70.00;1.54
2012;Febrero;Pichincha;Puerto Quito;Cacao seco mezclado;Quintal de 100,00 libras;Compra;70.00;1.54
2012;Febrero;Pichincha;Puerto Quito;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;25.00;0.55
2012;Febrero;Pichincha;Puerto Quito;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;32.00;0.71
2012;Febrero;Pichincha;Puerto Quito;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;80.00;1.76
2012;Febrero;Pichincha;Puerto Quito;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;79.00;1.74
2012;Febrero;Santo Domingo De Los Tsáchilas;Santo Domingo  ;Cacao seco mezclado;Quintal de 100,00 libras;Compra;75.35;1.66
2012;Febrero;Santo Domingo De Los Tsáchilas;Santo Domingo  ;Cacao seco mezclado;Quintal de 100,00 libras;Venta;82.26;1.81
2012;Febrero;Santo Domingo De Los Tsáchilas;Santo Domingo  ;Cacao en Baba Mezclado;Quintal de 100,00 libras;Compra;30.47;0.67
2012;Febrero;Sucumbios;Cascales;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;70.00;1.54
2012;Febrero;Sucumbios;Cascales;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;22.00;0.48
2012;Febrero;Sucumbios;Cascales;Cacao seco fino de aroma;Quintal de 100,00 libras;Venta;70.00;1.54
2012;Febrero;Sucumbios;Lago Agrio;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;75.00;1.65
2012;Febrero;Sucumbios;Lago Agrio;Cacao en Baba CCN 51;Quintal de 100,00 libras;Compra;22.00;0.48
2012;Febrero;Sucumbios;Lago Agrio;Cacao en Baba fino de aroma;Quintal de 100,00 libras;Compra;25.00;0.55
2012;Febrero;Sucumbios;Lago Agrio;Cacao seco fino de aroma;Quintal de 100,00 libras;Compra;75.00;1.65
2012;Marzo;El Oro;Arenillas;Cacao seco mezclado;Quintal de 100,00 libras;Compra;74.38;1.64
2012;Marzo;El Oro;Arenillas;Cacao seco mezclado;Quintal de 100,00 libras;Venta;77.00;1.70
2012;Marzo;El Oro;Machala;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2012;Marzo;El Oro;Machala;Cacao seco mezclado;Quintal de 100,00 libras;Venta;82.50;1.82
2012;Marzo;El Oro;Pasaje;Cacao seco mezclado;Quintal de 100,00 libras;Compra;80.00;1.76
2012;Marzo;El Oro;Pasaje;Cacao seco mezclado;Quintal de 100,00 libras;Venta;82.50;1.82
2012;Marzo;El Oro;Santa Rosa;Cacao seco mezclado;Quintal de 100,00 libras;Compra;77.00;1.70
2012;Marzo;El Oro;Santa Rosa;Cacao seco mezclado;Quintal de 100,00 libras;Venta;79.00;1.74
2012;Marzo;Esmeraldas;Quinindé;Cacao CCN 51 Seco;Quintal de 100,00 libras;Compra;81.10;1.79
2012;Marzo;Esmeraldas;Quinindé;Cacao CCN 51 Seco;Quintal de 100,00 libras;Venta;85.70;1.89
2012;Marzo;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Compra;81.10;1.79
2012;Marzo;Esmeraldas;Quinindé;Cacao seco mezclado;Quintal de 100,00 libras;Venta;85.70;1.89
